id;title;title_en;title_jp;title_alias;type;source;num_episodes;status;duration;rating;score;scored_by;score_rank;popularity_rank;members;favorites;season;year;producers;licensors;studios;genres;explicit_genres;themes;target_audience;image_link;airing_date;end_date;full_airing_date;broadcast_day
80;Kidou Senshi Gundam;Mobile Suit Gundam;機動戦士ガンダム;First Gundam, Mobile Suit Gundam: 0079, MSG;TV;Original;43;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;7.76;54046;985;1580;120415;2015;spring;1979;Sotsu, Nagoya Broadcasting Network;Nozomi Entertainment, Bandai Entertainment;Sunrise;Action, Drama, Sci-Fi;;Mecha, Military, Space;;https://cdn.myanimelist.net/images/anime/5/88524.jpg;1979-04-07;1980-01-26;Apr 7, 1979 to Jan 26, 1980;Saturdays
81;Kidou Senshi Gundam: Dai 08 MS Shoutai;Mobile Suit Gundam: The 08th MS Team;機動戦士ガンダム 第08MS小隊;Kidou Senshi Gundam: Dai 08 MS Shotai;OVA;Original;12;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;8.01;41772;571;2161;75867;994;;;Atelier Musa;Bandai Entertainment;Sunrise;Adventure, Drama, Romance, Sci-Fi;;Mecha, Military;;https://cdn.myanimelist.net/images/anime/9/75618.jpg;1996-01-25;1999-07-25;Jan 25, 1996 to Jul 25, 1999;
82;Kidou Senshi Gundam 0080: Pocket no Naka no Sensou;Mobile Suit Gundam 0080: War in the Pocket;機動戦士ガンダム 0080 ポケットの中の戦争;;OVA;Original;6;Finished Airing;27 min per ep;PG-13 - Teens 13 or older;7.95;29395;639;2648;53644;891;;;Bandai Visual;Nozomi Entertainment, Bandai Entertainment;Sunrise;Drama, Sci-Fi;;Mecha, Military, Space;;https://cdn.myanimelist.net/images/anime/1/82.jpg;1989-03-25;1989-08-25;Mar 25, 1989 to Aug 25, 1989;
83;Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report;Mobile Suit Gundam: The 08th MS Team - Miller's Report;機動戦士ガンダム 第08MS小隊 ミラーズ・リポート;;Movie;Original;1;Finished Airing;52 min;PG-13 - Teens 13 or older;6.76;6462;5067;5214;12896;3;;;Sotsu, Atelier Musa;Bandai Entertainment;Sunrise;Drama, Romance, Sci-Fi;;Mecha, Military;;https://cdn.myanimelist.net/images/anime/1132/100198.jpg;1998-08-01;;Aug 1, 1998;
84;Kidou Senshi Gundam 0083: Stardust Memory;Mobile Suit Gundam 0083: Stardust Memory;機動戦士ガンダム0083 STARDUST MEMORY;Gundam 0083;OVA;Original;13;Finished Airing;30 min per ep;PG-13 - Teens 13 or older;7.26;22660;2711;3091;40385;246;;;Bandai Visual;Nozomi Entertainment, Bandai Entertainment;Sunrise;Adventure, Drama, Romance, Sci-Fi;;Mecha, Military, Space;;https://cdn.myanimelist.net/images/anime/13/26654.jpg;1991-05-23;1992-09-24;May 23, 1991 to Sep 24, 1992;
85;Kidou Senshi Zeta Gundam;Mobile Suit Zeta Gundam;機動戦士Ζガンダム;Kidou Senshi Z Gundam, Mobile Suit Z Gundam;TV;Original;50;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.89;33606;743;2343;66527;1998;spring;1985;Sotsu, Nagoya Broadcasting Network;Nozomi Entertainment, Bandai Entertainment;Sunrise;Drama, Romance, Sci-Fi;;Mecha, Military, Space;;https://cdn.myanimelist.net/images/anime/6/11153.jpg;1985-03-02;1986-02-22;Mar 2, 1985 to Feb 22, 1986;
87;Kidou Senshi Gundam: Gyakushuu no Char;Mobile Suit Gundam: Char's Counterattack;機動戦士ガンダム 逆襲のシャア;Kidou Senshi Gundam: Gyakushuu no Char;Movie;Novel;1;Finished Airing;1 hr 59 min;PG-13 - Teens 13 or older;7.65;25947;1249;2940;44135;376;;;Sotsu, Nozomi Entertainment, Atelier Musa;Bandai Entertainment;Sunrise;Drama, Sci-Fi;;Mecha, Military, Space;;https://cdn.myanimelist.net/images/anime/1523/92371.jpg;1988-03-12;;Mar 12, 1988;
88;Kidou Senshi Gundam F91;Mobile Suit Gundam F91;機動戦士ガンダムＦ91;;Movie;Unknown;1;Finished Airing;2 hr;PG-13 - Teens 13 or older;6.63;15677;5752;3691;28833;68;;;Sotsu, Shochiku, Atelier Musa, Nagoya Broadcasting Network;Nozomi Entertainment, Bandai Entertainment;Sunrise;Drama, Sci-Fi;;Mecha, Military, Space;;https://cdn.myanimelist.net/images/anime/1637/95288.jpg;1991-03-16;;Mar 16, 1991;
89;Kidou Senshi Victory Gundam;Mobile Suit Victory Gundam;機動戦士Vガンダム;Kidou Senshi Victory Gundam;TV;Original;51;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;6.74;9731;5185;3949;25033;114;spring;1993;TV Asahi, Sotsu, Apollon;Nozomi Entertainment;Sunrise;Drama, Sci-Fi;;Mecha, Military, Space;;https://cdn.myanimelist.net/images/anime/1913/102693.jpg;1993-04-02;1994-03-25;Apr 2, 1993 to Mar 25, 1994;Fridays
90;Shin Kidou Senki Gundam Wing;Mobile Suit Gundam Wing;新機動戦記ガンダムW;New Mobile Report Gundam Wing;TV;Original;49;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.69;85638;1157;1331;151476;2289;spring;1995;TV Asahi;Bandai Entertainment;Sunrise;Action, Drama, Sci-Fi;;Mecha, Military, Space;;https://cdn.myanimelist.net/images/anime/1884/114414.jpg;1995-04-07;1996-03-29;Apr 7, 1995 to Mar 29, 1996;Fridays
92;Kidou Shinseiki Gundam X;After War Gundam X;機動新世紀ガンダムX;After War Gundam X, Mobile New Century Gundam X;TV;Original;39;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.32;14810;2398;3424;33510;189;spring;1996;TV Asahi, Sotsu;Nozomi Entertainment;Sunrise;Adventure, Drama, Sci-Fi;;Mecha, Space;;https://cdn.myanimelist.net/images/anime/10/16054.jpg;1996-04-05;1996-12-28;Apr 5, 1996 to Dec 28, 1996;Fridays
93;Kidou Senshi Gundam SEED;Mobile Suit Gundam SEED;機動戦士ガンダムSEED;Kidou Senshi Gundam SEED;TV;Original;50;Finished Airing;24 min per ep;R - 17+ (violence & profanity);7.75;90695;1017;1277;159512;3383;fall;2002;Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment, Atelier Musa;Bandai Entertainment, NYAV Post;Sunrise;Action, Award Winning, Drama, Romance, Sci-Fi;;Mecha, Military, Space;;https://cdn.myanimelist.net/images/anime/1792/91081.jpg;2002-10-05;2003-09-27;Oct 5, 2002 to Sep 27, 2003;Saturdays
94;Kidou Senshi Gundam SEED Destiny;Mobile Suit Gundam SEED Destiny;機動戦士ガンダムSEED DESTINY;Kidou Senshi Gundam SEED DESTINY;TV;Original;50;Finished Airing;24 min per ep;R - 17+ (violence & profanity);7.19;61674;3098;1814;101029;1042;fall;2004;Sotsu, Mainichi Broadcasting System, Sony Music Entertainment;Bandai Entertainment, NYAV Post;Sunrise;Action, Drama, Romance, Sci-Fi;;Mecha, Military, Space;;https://cdn.myanimelist.net/images/anime/1700/91080.jpg;2004-10-09;2005-10-01;Oct 9, 2004 to Oct 1, 2005;
95;Turn A Gundam;∀ Gundam;∀ガンダム;Mobile Suit Gundam Turn A;TV;Original;50;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.72;15174;1093;2986;43310;884;spring;1999;Sotsu, Fuji TV;Nozomi Entertainment;Sunrise, Nakamura Production;Action, Adventure, Drama, Romance, Sci-Fi;;Mecha, Military, Space;;https://cdn.myanimelist.net/images/anime/4/78330.jpg;1999-04-09;2000-04-14;Apr 9, 1999 to Apr 14, 2000;Fridays
97;Last Exile;Last Exile;LAST EXILE（ラストエグザイル）;;TV;Original;26;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.8;68785;890;1236;165818;1778;spring;2003;GDH, Victor Entertainment, TV Tokyo Music;Funimation, Geneon Entertainment USA;Gonzo;Action, Adventure, Sci-Fi;;;;https://cdn.myanimelist.net/images/anime/7/10888.jpg;2003-04-08;2003-09-30;Apr 8, 2003 to Sep 30, 2003;Tuesdays
98;Mai-HiME;My-Hime;舞-HiME;My Princess;TV;Original;26;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;7.42;50544;1980;1694;110902;1148;fall;2004;Bandai Visual, TV Tokyo Music, Studio Zain;Funimation, Bandai Entertainment;Sunrise;Action, Comedy, Drama, Fantasy, Girls Love, Romance;;Mecha, School;;https://cdn.myanimelist.net/images/anime/13/7226.jpg;2004-10-01;2005-04-01;Oct 1, 2004 to Apr 1, 2005;Fridays
99;Mai-Otome;My-Otome;舞-乙HiME;Mai Oto-Hime, Mai-OtoHiME, Dancing Maiden;TV;Original;26;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;7.28;24754;2595;2765;49554;301;fall;2005;Bandai Visual, Lantis, TV Tokyo Music;Funimation, Bandai Entertainment;Sunrise;Comedy, Drama, Fantasy;;;;https://cdn.myanimelist.net/images/anime/2/46897.jpg;2005-10-07;2006-03-31;Oct 7, 2005 to Mar 31, 2006;Fridays
100;Shin Shirayuki-hime Densetsu Prétear;Prétear: The New Legend of Snow White;新白雪姫伝説プリーティア;Shin Shirayuki-hime Densetsu Pretear;TV;Manga;13;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;7.17;27677;3199;2490;60321;397;spring;2001;Kadokawa Shoten, Rondo Robe;ADV Films, Funimation;Hal Film Maker;Comedy, Drama, Fantasy, Romance;;Mahou Shoujo, Reverse Harem, Super Power;Shoujo;https://cdn.myanimelist.net/images/anime/9/11709.jpg;2001-04-04;2001-06-27;Apr 4, 2001 to Jun 27, 2001;Wednesdays
102;Aishiteruze Baby★★;;愛してるぜ ベイベ★★;Aishiteru ze Baby, Love You Baby, Babe, My Love, I Love You, Baby;TV;Manga;26;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;7.45;52129;1869;1832;99127;533;spring;2004;Animax, Toei Video, Sunny Side Up;;TMS Entertainment;Comedy, Drama, Romance;;Childcare;Shoujo;https://cdn.myanimelist.net/images/anime/2/69665.jpg;2004-04-03;2004-10-09;Apr 3, 2004 to Oct 9, 2004;Sundays
103;Akazukin Chacha;Red Riding Hood Chacha;赤ずきんチャチャ;;TV;Manga;74;Finished Airing;24 min per ep;G - All Ages;7.42;5054;1989;5008;14158;89;winter;1994;Nihon Ad Systems, Shueisha;;Gallop;Adventure, Comedy, Fantasy, Romance;;;Shoujo;https://cdn.myanimelist.net/images/anime/1098/108972.jpg;1994-01-07;1995-06-30;Jan 7, 1994 to Jun 30, 1995;Fridays
104;Ayashi no Ceres;Ceres, Celestial Legend;妖しのセレス;;TV;Manga;24;Finished Airing;21 min per ep;R - 17+ (violence & profanity);7.19;26906;3078;2522;59206;468;spring;2000;Bandai Visual;VIZ Media, Discotek Media;Pierrot;Adventure, Drama, Horror, Romance, Supernatural;;Psychological;Shoujo;https://cdn.myanimelist.net/images/anime/8/23580.jpg;2000-04-20;2000-09-28;Apr 20, 2000 to Sep 28, 2000;Thursdays
105;Boys Be...;Boys Be...;ボーイズ・ビー;;TV;Manga;13;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;6.4;9016;7028;4165;22272;38;spring;2000;Geneon Universal Entertainment;Nozomi Entertainment;Hal Film Maker;Comedy, Romance, Slice of Life;;;Shounen;https://cdn.myanimelist.net/images/anime/1/2223.jpg;2000-04-11;2000-07-04;Apr 11, 2000 to Jul 4, 2000;Tuesdays
106;Hana yori Dango;Hana Yori Dango;花より男子;Boys Over Flowers, HYD;TV;Manga;51;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;7.62;23746;1332;2554;57645;751;fall;1996;;VIZ Media, Discotek Media;Toei Animation;Drama, Romance;;Love Polygon, School;Shoujo;https://cdn.myanimelist.net/images/anime/2/42871.jpg;1996-09-08;1997-08-31;Sep 8, 1996 to Aug 31, 1997;
108;Ou Dorobou Jing in Seventh Heaven;Jing: King of Bandits - Seventh Heaven;王ドロボウ JING in Seventh Heaven;;OVA;Manga;3;Finished Airing;30 min per ep;PG-13 - Teens 13 or older;7.26;5413;2721;5266;12597;24;;;Aniplex;ADV Films, Funimation;Studio Deen;Adventure, Comedy, Fantasy;;Psychological;Shounen;https://cdn.myanimelist.net/images/anime/5/30325.jpg;2004-01-21;2004-04-28;Jan 21, 2004 to Apr 28, 2004;
109;Bakuretsu Tenshi;Burst Angel;爆裂天使;Bakuretsu Tenshi;TV;Original;24;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;6.79;30524;4907;2321;67602;225;spring;2004;GDH, TV Asahi, Imagica;Funimation;Gonzo;Adventure, Comedy, Sci-Fi;;Mecha;;https://cdn.myanimelist.net/images/anime/10/22647.jpg;2004-04-07;2004-09-15;Apr 7, 2004 to Sep 15, 2004;Tuesdays
110;Chuuka Ichiban!;;中華一番;Cooking Master Boy;TV;Manga;52;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;7.59;7896;1394;4504;18582;110;spring;1997;;;Nippon Animation;Action, Comedy, Drama, Gourmet;;;Shounen;https://cdn.myanimelist.net/images/anime/6/75283.jpg;1997-04-27;1998-09-13;Apr 27, 1997 to Sep 13, 1998;Sundays
111;Corrector Yui;Corrector Yui;コレクター・ユイ;Collector Yui;TV;Original;52;Finished Airing;25 min per ep;G - All Ages;6.89;6265;4444;4918;14959;62;spring;1999;NHK, Studio Tron;VIZ Media;Nippon Animation;Adventure, Comedy, Sci-Fi;;;;https://cdn.myanimelist.net/images/anime/1696/105659.jpg;1999-04-09;2000-10-20;Apr 9, 1999 to Oct 20, 2000;Fridays
112;Chou Henshin Cosprayers;The Cosmopolitan Prayers;超変身コス∞プレイヤー;Super Transformation Cosprayers;TV;Original;8;Finished Airing;17 min per ep;PG-13 - Teens 13 or older;4.84;3117;12823;6231;8297;4;winter;2004;m.o.e.;;Imagin, Studio Live;Action, Adventure, Comedy, Fantasy, Sci-Fi, Ecchi;;Super Power;;https://cdn.myanimelist.net/images/anime/5/75236.jpg;2004-01-12;2004-03-01;Jan 12, 2004 to Mar 1, 2004;
114;Sakigake!! Cromartie Koukou;Cromartie High School;魁!! クロマティ高校;Sakigake!! Cromartie Koukou;TV;Manga;26;Finished Airing;12 min per ep;PG-13 - Teens 13 or older;7.9;51639;720;1480;130303;1548;fall;2003;TV Tokyo Music;ADV Films, Sentai Filmworks, Discotek Media;Production I.G;Comedy;;Delinquents, Gag Humor, School;Shounen;https://cdn.myanimelist.net/images/anime/1419/101839.jpg;2003-10-03;2004-03-26;Oct 3, 2003 to Mar 26, 2004;Fridays
115;El Hazard: The Alternative World;;異次元の世界エルハザード;Ijigen no Sekai El Hazard, Ijigen no Sekai El-Hazard;TV;Original;13;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;6.8;4823;4895;5556;10983;9;winter;1998;Pioneer LDC;Nozomi Entertainment, Geneon Entertainment USA;AIC;Adventure, Comedy, Fantasy;;;;https://cdn.myanimelist.net/images/anime/3/61047.jpg;1998-01-08;1998-03-26;Jan 8, 1998 to Mar 26, 1998;Thursdays
116;El Hazard: The Wanderers;El-Hazard: The Wanderers;神秘の世界エルハザード;Shinpi no Sekai El-Hazard TV, Shinpi no Sekai El-Hazard, El-Hazard: The Magnificent World (TV);TV;Original;26;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;6.93;6920;4273;4697;16880;33;fall;1995;TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa;Nozomi Entertainment, Geneon Entertainment USA;AIC;Adventure, Comedy, Fantasy, Romance;;Isekai;;https://cdn.myanimelist.net/images/anime/13/24439.jpg;1995-10-06;1996-03-29;Oct 6, 1995 to Mar 29, 1996;Fridays
117;El Hazard: The Magnificent World;;神秘の世界エルハザード;Shinpi no Sekai Eru Hazaado, Shinpi no Sekai El-Hazard;OVA;Original;7;Finished Airing;34 min per ep;PG-13 - Teens 13 or older;7.27;7462;2652;4577;18022;94;;;Pioneer LDC;Nozomi Entertainment, Geneon Entertainment USA;AIC;Adventure, Comedy, Fantasy, Romance;;Isekai;;https://cdn.myanimelist.net/images/anime/12/23429.jpg;1995-05-26;1996-01-25;May 26, 1995 to Jan 25, 1996;
119;Final Approach;;φなる・あぷろーち;;TV;Visual novel;13;Finished Airing;14 min per ep;PG-13 - Teens 13 or older;6.52;17299;6354;3387;34436;44;fall;2004;;;Trinet Entertainment, Zexcs;Comedy, Drama, Romance, Slice of Life;;;;https://cdn.myanimelist.net/images/anime/11/14607.jpg;2004-10-03;2004-12-26;Oct 3, 2004 to Dec 26, 2004;
120;Fruits Basket;Fruits Basket;フルーツバスケット;Furuba;TV;Manga;26;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.68;270549;1175;371;511085;8995;summer;2001;TV Tokyo, Nihon Ad Systems, King Records;Funimation;Studio Deen;Drama, Fantasy, Romance;;Love Polygon, School;Shoujo;https://cdn.myanimelist.net/images/anime/4/75204.jpg;2001-07-05;2001-12-27;Jul 5, 2001 to Dec 27, 2001;Thursdays
121;Fullmetal Alchemist;Fullmetal Alchemist;鋼の錬金術師;Hagane no Renkinjutsushi, FMA, Full Metal Alchemist;TV;Manga;51;Finished Airing;24 min per ep;R - 17+ (violence & profanity);8.12;848302;425;74;1384243;25008;fall;2003;Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System;Funimation, Aniplex of America;Bones;Action, Adventure, Drama, Fantasy;;Military;Shounen;https://cdn.myanimelist.net/images/anime/10/75815.jpg;2003-10-04;2004-10-02;Oct 4, 2003 to Oct 2, 2004;Saturdays
122;Full Moon wo Sagashite;Searching for the Full Moon;満月をさがして;Full Moon o Sagashite;TV;Manga;52;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.94;45891;660;1792;103537;1742;spring;2002;Nihon Ad Systems;VIZ Media;Studio Deen;Comedy, Drama, Romance, Supernatural;;Music;Shoujo;https://cdn.myanimelist.net/images/anime/1900/99154.jpg;2002-04-06;2003-03-29;Apr 6, 2002 to Mar 29, 2003;Saturdays
123;Fushigi Yuugi;Mysterious Play;ふしぎ遊戯;Fushigi Yugi, Curious Play;TV;Manga;52;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;7.62;49950;1328;1680;111996;1986;spring;1995;TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon;Media Blasters, Geneon Entertainment USA;Pierrot;Adventure, Comedy, Drama, Fantasy, Romance;;Historical, Isekai, Martial Arts, Reverse Harem;Shoujo;https://cdn.myanimelist.net/images/anime/2/20140.jpg;1995-04-06;1996-03-28;Apr 6, 1995 to Mar 28, 1996;Thursdays
124;Fushigi Yuugi: Eikouden;Mysterious Play: Eikoden;ふしぎ遊戯 -永光伝;Fushigi Yuugi OVA 3;OVA;Manga;4;Finished Airing;30 min per ep;PG-13 - Teens 13 or older;6.83;8777;4755;4664;17172;40;;;;Media Blasters, Geneon Entertainment USA;Pierrot;Adventure, Drama, Fantasy, Romance;;Isekai;Shoujo;https://cdn.myanimelist.net/images/anime/11/67701.jpg;2001-12-21;2002-06-25;Dec 21, 2001 to Jun 25, 2002;
125;Futakoi;Twin Love;双恋;;TV;Original;13;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;6.45;15661;6760;3402;34073;23;fall;2004;Lantis;;Telecom Animation Film;Comedy, Romance;;School;;https://cdn.myanimelist.net/images/anime/1/125.jpg;2004-10-06;2004-12-29;Oct 6, 2004 to Dec 29, 2004;
126;Futakoi Alternative;;フタコイ オルタナティブ;Futakoi 2;TV;Original;13;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;6.86;11522;4592;3592;30445;73;spring;2005;Lantis;;ufotable, feel., Studio Flag;Comedy, Drama, Romance;;;;https://cdn.myanimelist.net/images/anime/6/16733.jpg;2005-04-07;2005-06-30;Apr 7, 2005 to Jun 30, 2005;
127;Gate Keepers;;ゲートキーパーズ;Gatekeepers;TV;Game;24;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;6.92;9068;4319;4243;21191;56;spring;2000;Media Factory;Geneon Entertainment USA;Gonzo;Action, Comedy, Fantasy, Sci-Fi;;Mecha;Shounen;https://cdn.myanimelist.net/images/anime/12/15226.jpg;2000-04-03;2000-09-18;Apr 3, 2000 to Sep 18, 2000;
128;Gate Keepers 21;;ゲートキーパーズ21;Gatekeepers 21;OVA;Game;6;Finished Airing;30 min per ep;PG-13 - Teens 13 or older;6.75;4448;5103;5736;10149;19;;;;Geneon Entertainment USA;Gonzo;Action, Drama, Sci-Fi;;Mecha;Shounen;https://cdn.myanimelist.net/images/anime/6/75569.jpg;2002-04-24;2003-01-08;Apr 24, 2002 to Jan 8, 2003;
129;Gensoumaden Saiyuuki;Saiyuki;幻想魔伝 最遊記;Gensou Maden Saiyuki;TV;Manga;50;Finished Airing;23 min per ep;R - 17+ (violence & profanity);7.55;20804;1540;2685;52412;768;spring;2000;TV Tokyo, Dentsu, Group TAC;ADV Films;Pierrot;Action, Adventure, Comedy, Drama, Supernatural;;Mythology;Shounen;https://cdn.myanimelist.net/images/anime/11/75282.jpg;2000-04-04;2001-03-27;Apr 4, 2000 to Mar 27, 2001;Tuesdays
130;Saiyuuki Reload;Saiyuki Reload;最遊記RELOAD;Saiyuki Reloaded, Saiyuki 2, Saiyuki R;TV;Manga;25;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;7.38;13007;2150;3437;33222;103;fall;2003;;Discotek Media, Geneon Entertainment USA;Pierrot;Action, Adventure, Comedy, Drama, Supernatural;;Mythology;Josei;https://cdn.myanimelist.net/images/anime/13/24719.jpg;2003-10-02;2004-03-25;Oct 2, 2003 to Mar 25, 2004;
131;Saiyuuki Reload Gunlock;Saiyuki Gunlock;最遊記RELOAD GUNLOCK;Saiyuki Reload Gunlock, SRG;TV;Manga;26;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.39;8294;2093;4156;22360;44;spring;2004;;Geneon Entertainment USA;Pierrot;Action, Adventure, Comedy, Drama, Supernatural;;Mythology;Josei;https://cdn.myanimelist.net/images/anime/11/6830.jpg;2004-04-02;2004-09-24;Apr 2, 2004 to Sep 24, 2004;
132;GetBackers;Getbackers;ゲットバッカーズ　奪還屋;GetBackers: Dakkan'ya;TV;Manga;49;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.59;52253;1389;1615;117179;852;fall;2002;TBS, Kodansha, Rondo Robe, Rakuonsha;ADV Films, Sentai Filmworks;Studio Deen;Action, Comedy, Drama, Mystery, Supernatural;;Super Power;Shounen;https://cdn.myanimelist.net/images/anime/4/7547.jpg;2002-10-05;2003-09-20;Oct 5, 2002 to Sep 20, 2003;Saturdays
133;Green Green;Green Green;グリーングリーン;Green Green TV, Guri Guri;TV;Visual novel;12;Finished Airing;24 min per ep;R+ - Mild Nudity;6.16;65153;8346;1658;113875;218;summer;2003;Pony Canyon, Memory-Tech, Studio Jack;Media Blasters;Studio Matrix;Comedy, Romance, Slice of Life, Ecchi;;School;;https://cdn.myanimelist.net/images/anime/7/75251.jpg;2003-07-12;2003-09-27;Jul 12, 2003 to Sep 27, 2003;
135;Hikaru no Go;Hikaru no Go;ヒカルの碁;Hikaru's Go;TV;Manga;75;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;8.08;60165;481;1490;129529;2279;fall;2001;TV Tokyo, Dentsu, Dream Force;VIZ Media;Pierrot;Comedy, Drama, Supernatural;;School, Strategy Game;Shounen;https://cdn.myanimelist.net/images/anime/12/78317.jpg;2001-10-10;2003-03-26;Oct 10, 2001 to Mar 26, 2003;
136;Hunter x Hunter;Hunter x Hunter;HUNTER×HUNTER（ハンター×ハンター）;HxH;TV;Manga;62;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;8.4;264948;167;348;540202;10018;fall;1999;Fuji TV;VIZ Media;Nippon Animation;Action, Adventure, Fantasy;;;Shounen;https://cdn.myanimelist.net/images/anime/8/19473.jpg;1999-10-16;2001-03-31;Oct 16, 1999 to Mar 31, 2001;Saturdays
